Total Amount,Date,SICK LEGEND,TEKKNO,HYPERTECHNO,TECHNO N TEQUILLA,DRILL GATES,SPED UP DRILL GATES,11:11 Music Group,TWO PUNKS IN LOVE,RAINY JASPER,AMBIENT JASPER,90210,DEADBOY,REAL ARTISTS,Source
1609529,"February 13, 2023",562176.0,148584.0,13.0,0,109368.0,1360.0,759915,4.0,3276,1044.0,2.0,23787,,LISTENERS
1458824,"February 12, 2023",464163.0,122361.0,8.0,0,103288.0,1268.0,741759,4.0,2744,865.0,6.0,22358,,LISTENERS
1603613,"February 11, 2023",529988.0,149333.0,8.0,0,112459.0,1513.0,782124,6.0,2686,824.0,3.0,24669,,LISTENERS
1721854,"February 10, 2023",605765.0,166234.0,3.0,0,116449.0,1440.0,804374,5.0,2828,946.0,6.0,23804,,LISTENERS
1683570,"February 9, 2023",589748.0,146046.0,4.0,0,117787.0,1487.0,802194,6.0,2993,1040.0,11.0,22254,,LISTENERS
1710520,"February 8, 2023",600086.0,148067.0,2.0,0,119235.0,1470.0,815620,4.0,3243,977.0,6.0,21810,,LISTENERS
1711301,"February 7, 2023",597928.0,145761.0,2.0,0,118273.0,1531.0,821288,4.0,3349,1057.0,12.0,22096,,LISTENERS
1678861,"February 6, 2023",578403.0,136839.0,0.0,0,115846.0,1328.0,820671,2.0,3649,1008.0,5.0,21110,,LISTENERS
1561014,"February 5, 2023",483895.0,119199.0,0.0,0,111792.0,1502.0,820080,4.0,3309,896.0,8.0,20329,,LISTENERS
1730625,"February 4, 2023",567698.0,149281.0,0.0,0,117276.0,1746.0,869363,7.0,2940,887.0,14.0,21413,,LISTENERS
1849902,"February 3, 2023",648244.0,162367.0,0.0,0,118248.0,1612.0,894380,5.0,3016,812.0,11.0,21207,,LISTENERS
1746788,"February 2, 2023",598641.0,139869.0,0.0,0,111496.0,1305.0,870275,6.0,3514,961.0,10.0,20711,,LISTENERS
1727353,"February 1, 2023",579940.0,129433.0,0.0,0,116992.0,1402.0,874739,3.0,3327,882.0,12.0,20623,,LISTENERS
1717181,"January 31, 2023",577279.0,128403.0,0.0,0,117260.0,1582.0,868417,0.0,3280,910.0,13.0,20037,,LISTENERS
1685919,"January 30, 2023",562340.0,126986.0,0.0,0,104779.0,1432.0,866762,0.0,3050,1128.0,12.0,19430,,LISTENERS
1499778,"January 29, 2023",461013.0,97392.0,0.0,0,100396.0,1365.0,817176,0.0,3070,824.0,13.0,18529,,LISTENERS
1642489,"January 28, 2023",536921.0,122234.0,0.0,0,108131.0,1333.0,849924,0.0,2818,819.0,16.0,20293,,LISTENERS
1776336,"January 27, 2023",629875.0,134057.0,0.0,0,110898.0,1255.0,876294,0.0,3132,905.0,19.0,19901,,LISTENERS
1689249,"January 26, 2023",574721.0,119551.0,0.0,0,102027.0,1357.0,869175,0.0,3126,983.0,80.0,18229,,LISTENERS
1675440,"January 25, 2023",584262.0,107870.0,0.0,0,92173.0,1144.0,868110,0.0,3134,1024.0,77.0,17646,,LISTENERS
1667310,"January 24, 2023",587530.0,106392.0,0.0,0,89071.0,1004.0,861668,0.0,3283,978.0,69.0,17315,,LISTENERS
1648429,"January 23, 2023",569383.0,105453.0,0.0,0,84639.0,944.0,865661,0.0,3345,859.0,88.0,18057,,LISTENERS
1443425,"January 22, 2023",446061.0,85307.0,0.0,0,77139.0,964.0,813357,0.0,3149,903.0,73.0,16472,,LISTENERS
1574985,"January 21, 2023",511687.0,101643.0,0.0,0,82716.0,1053.0,856227,0.0,2900,825.0,125.0,17809,,LISTENERS
1687600,"January 20, 2023",595397.0,112068.0,0.0,0,85454.0,1160.0,871455,0.0,3006,881.0,308.0,17871,,LISTENERS
1623422,"January 19, 2023",550470.0,105259.0,0.0,0,89901.0,1112.0,852262,0.0,3281,984.0,18.0,20135,,LISTENERS
1648110,"January 18, 2023",558709.0,106792.0,0.0,0,92200.0,910.0,863573,0.0,3315,992.0,8.0,21611,,LISTENERS
1658634,"January 17, 2023",577397.0,106689.0,0.0,0,84495.0,896.0,864815,0.0,3105,1068.0,6.0,20163,,LISTENERS
1605205,"January 16, 2023",558359.0,96597.0,0.0,0,79552.0,1007.0,845893,0.0,2888,1040.0,10.0,19859,,LISTENERS
1461543,"January 15, 2023",459500.0,83915.0,0.0,0,77018.0,1078.0,818350,0.0,2790,908.0,15.0,17969,,LISTENERS
1570463,"January 14, 2023",537297.0,99758.0,0.0,0,78627.0,1094.0,833214,0.0,2664,839.0,13.0,16957,,LISTENERS
1718337,"January 13, 2023",635776.0,115697.0,0.0,0,86657.0,1259.0,856925,0.0,2958,959.0,7.0,18099,,LISTENERS
1646265,"January 12, 2023",592735.0,100770.0,0.0,0,88746.0,1306.0,841311,0.0,3069,987.0,6.0,17335,,LISTENERS
1647586,"January 11, 2023",606001.0,97734.0,0.0,0,96153.0,1653.0,824953,0.0,3197,960.0,4.0,16931,,LISTENERS
1605313,"January 10, 2023",639997.0,84411.0,0.0,0,79512.0,1496.0,781836,0.0,3352,982.0,2.0,13725,,LISTENERS
1530688,"January 9, 2023",614792.0,76992.0,0.0,0,69290.0,1446.0,752953,0.0,3251,1067.0,4.0,10893,,LISTENERS
1337721,"January 8, 2023",493416.0,65273.0,0.0,0,66152.0,1363.0,697528,0.0,3122,931.0,3.0,9933,,LISTENERS
1415545,"January 7, 2023",562587.0,78258.0,0.0,0,75952.0,1559.0,683005,0.0,2781,867.0,2.0,10534,,LISTENERS
1438599,"January 6, 2023",601595.0,79491.0,0.0,0,71070.0,2205.0,669623,0.0,3230,957.0,1.0,10427,,LISTENERS
1364872,"January 5, 2023",579131.0,73292.0,0.0,0,69032.0,1976.0,627135,0.0,3406,899.0,0.0,10001,,LISTENERS
1324331,"January 4, 2023",576811.0,69248.0,0.0,0,66047.0,1124.0,597622,0.0,3051,1029.0,0.0,9399,,LISTENERS
1301705,"January 3, 2023",583561.0,68682.0,0.0,0,63643.0,1039.0,571157,0.0,3458,1014.0,0.0,9151,,LISTENERS
1261508,"January 2, 2023",561439.0,68914.0,0.0,0,61593.0,1112.0,555073,0.0,3074,901.0,0.0,9402,,LISTENERS
1000566,"January 1, 2023",399237.0,52846.0,0.0,0,51165.0,955.0,485387,0.0,2410,761.0,0.0,7805,,LISTENERS
260731,"June 19, 2023",149747.0,60353.0,7368.0,74,16991.0,1958.0,17403,39.0,1101,364.0,20.0,5313,,FOLLOWERS
260108,"June 18, 2023",149526.0,60145.0,7308.0,73,16932.0,1959.0,17366,39.0,1095,362.0,20.0,5283,,FOLLOWERS
259539,"June 17, 2023",149350.0,59940.0,7259.0,69,16869.0,1960.0,17327,38.0,1093,361.0,20.0,5253,,FOLLOWERS
0,"June 16, 2023",,,,0,,,0,,0,,,0,,FOLLOWERS
258108,"June 15, 2023",148867.0,59404.0,7143.0,60,16721.0,1958.0,17259,34.0,1085,360.0,20.0,5197,,FOLLOWERS
257379,"June 14, 2023",148647.0,59138.0,7086.0,55,16632.0,1955.0,17206,34.0,1078,359.0,20.0,5169,,FOLLOWERS
256661,"June 13, 2023",148413.0,58877.0,7024.0,51,16558.0,1955.0,17164,33.0,1069,359.0,20.0,5138,,FOLLOWERS
255998,"June 12, 2023",148201.0,58630.0,6961.0,51,16482.0,1954.0,17140,33.0,1062,358.0,20.0,5106,,FOLLOWERS
255332,"June 11, 2023",147972.0,58393.0,6901.0,51,16430.0,1953.0,17097,32.0,1052,357.0,20.0,5074,,FOLLOWERS
254709,"June 10, 2023",147784.0,58164.0,6848.0,50,16364.0,1953.0,17051,30.0,1042,354.0,20.0,5049,,FOLLOWERS
255865,"June 9, 2023",147582.0,58490.0,8020.0,45,16293.0,1949.0,17013,29.0,1039,352.0,19.0,5034,,FOLLOWERS
255184,"June 8, 2023",147356.0,58252.0,7945.0,41,16222.0,1950.0,16977,28.0,1035,352.0,19.0,5007,,FOLLOWERS
254471,"June 7, 2023",147131.0,57972.0,7868.0,37,16157.0,1946.0,16941,27.0,1032,351.0,19.0,4990,,FOLLOWERS
253762,"June 6, 2023",146886.0,57719.0,7798.0,35,16081.0,1946.0,16909,27.0,1027,351.0,19.0,4964,,FOLLOWERS
253018,"June 5, 2023",146619.0,57486.0,7737.0,32,15989.0,1945.0,16868,26.0,1023,349.0,19.0,4925,,FOLLOWERS
252382,"June 4, 2023",146415.0,57245.0,7676.0,30,15914.0,1947.0,16841,26.0,1017,349.0,19.0,4903,,FOLLOWERS
251767,"June 3, 2023",146219.0,57039.0,7622.0,27,15835.0,1947.0,16802,25.0,1013,349.0,19.0,4870,,FOLLOWERS
251051,"June 2, 2023",145987.0,56798.0,7567.0,24,15744.0,1947.0,16767,24.0,1008,349.0,19.0,4817,,FOLLOWERS
250316,"June 1, 2023",145719.0,56556.0,7496.0,15,15668.0,1946.0,16724,24.0,1006,348.0,19.0,4795,,FOLLOWERS
249574,"May 31, 2023",145460.0,56290.0,7429.0,13,15595.0,1943.0,16692,23.0,1001,348.0,19.0,4761,,FOLLOWERS
248882,"May 30, 2023",145242.0,56035.0,7357.0,13,15526.0,1942.0,16657,22.0,997,348.0,19.0,4724,,FOLLOWERS
248170,"May 29, 2023",144979.0,55800.0,7294.0,13,15449.0,1942.0,16614,21.0,994,347.0,19.0,4698,,FOLLOWERS
247473,"May 28, 2023",144754.0,55568.0,7197.0,13,15387.0,1942.0,16565,20.0,990,346.0,19.0,4672,,FOLLOWERS
246673,"May 27, 2023",144485.0,55322.0,7051.0,11,15324.0,1941.0,16531,20.0,989,346.0,19.0,4634,,FOLLOWERS
245736,"May 26, 2023",144172.0,55019.0,6874.0,10,15257.0,1940.0,16498,19.0,988,346.0,18.0,4595,,FOLLOWERS
244841,"May 25, 2023",143861.0,54761.0,6706.0,8,15187.0,1938.0,16460,19.0,987,343.0,18.0,4553,,FOLLOWERS
243991,"May 24, 2023",143578.0,54521.0,6518.0,5,15119.0,1937.0,16421,19.0,985,343.0,18.0,4527,,FOLLOWERS
243128,"May 23, 2023",143280.0,54261.0,6360.0,4,15036.0,1935.0,16388,19.0,984,343.0,18.0,4500,,FOLLOWERS
242405,"May 22, 2023",143025.0,54025.0,6252.0,4,14968.0,1936.0,16359,19.0,981,343.0,18.0,4475,,FOLLOWERS
241707,"May 21, 2023",142828.0,53768.0,6148.0,3,14898.0,1935.0,16324,19.0,976,343.0,18.0,4447,,FOLLOWERS
241092,"May 20, 2023",142642.0,53541.0,6069.0,3,14846.0,1936.0,16282,19.0,972,344.0,18.0,4420,,FOLLOWERS
240330,"May 19, 2023",142417.0,53240.0,5977.0,2,14770.0,1939.0,16245,19.0,973,343.0,18.0,4387,,FOLLOWERS
239490,"May 18, 2023",142147.0,52926.0,5871.0,2,14693.0,1940.0,16214,19.0,967,343.0,18.0,4350,,FOLLOWERS
238644,"May 17, 2023",141890.0,52617.0,5753.0,1,14599.0,1940.0,16185,19.0,964,342.0,18.0,4316,,FOLLOWERS
237769,"May 16, 2023",141608.0,52299.0,5635.0,1,14522.0,1941.0,16134,19.0,963,342.0,18.0,4287,,FOLLOWERS
237059,"May 15, 2023",141341.0,52012.0,5565.0,1,14443.0,1941.0,16161,19.0,962,342.0,18.0,4254,,FOLLOWERS
236222,"May 14, 2023",141057.0,51704.0,5460.0,1,14372.0,1937.0,16130,19.0,958,342.0,18.0,4224,,FOLLOWERS
235505,"May 13, 2023",140822.0,51442.0,5388.0,1,14301.0,1938.0,16094,19.0,956,342.0,18.0,4184,,FOLLOWERS
234685,"May 12, 2023",140620.0,51122.0,5263.0,0,14228.0,1939.0,16049,19.0,951,342.0,17.0,4135,,FOLLOWERS
233741,"May 11, 2023",140341.0,50731.0,5116.0,0,14177.0,1938.0,16023,19.0,947,342.0,17.0,4090,,FOLLOWERS
232813,"May 10, 2023",140066.0,50360.0,4988.0,0,14098.0,1936.0,15996,18.0,943,341.0,17.0,4050,,FOLLOWERS
231969,"May 9, 2023",139801.0,50059.0,4844.0,0,14012.0,1935.0,15970,18.0,940,341.0,17.0,4032,,FOLLOWERS
231161,"May 8, 2023",139552.0,49744.0,4720.0,0,13938.0,1934.0,15945,18.0,935,341.0,17.0,4017,,FOLLOWERS
230276,"May 7, 2023",139281.0,49441.0,4538.0,0,13871.0,1933.0,15916,18.0,927,340.0,17.0,3994,,FOLLOWERS
229398,"May 6, 2023",139021.0,49174.0,4352.0,0,13773.0,1931.0,15884,18.0,921,339.0,17.0,3968,,FOLLOWERS
228353,"May 5, 2023",138748.0,48847.0,4064.0,0,13698.0,1928.0,15850,17.0,920,339.0,17.0,3925,,FOLLOWERS
227403,"May 4, 2023",138482.0,48570.0,3855.0,0,13619.0,1927.0,15776,16.0,918,339.0,17.0,3884,,FOLLOWERS
226420,"May 3, 2023",138210.0,48298.0,3572.0,0,13524.0,1927.0,15737,16.0,916,339.0,17.0,3864,,FOLLOWERS
225603,"May 2, 2023",137952.0,48032.0,3423.0,0,13442.0,1928.0,15706,14.0,916,337.0,17.0,3836,,FOLLOWERS
224930,"May 1, 2023",137703.0,47782.0,3376.0,0,13387.0,1924.0,15668,13.0,914,336.0,17.0,3810,,FOLLOWERS
224194,"April 30, 2023",137420.0,47543.0,3313.0,0,13310.0,1922.0,15633,13.0,912,336.0,17.0,3775,,FOLLOWERS
223480,"April 29, 2023",137170.0,47305.0,3238.0,0,13231.0,1919.0,15601,12.0,912,336.0,16.0,3740,,FOLLOWERS
222637,"April 28, 2023",136885.0,46989.0,3156.0,0,13146.0,1916.0,15568,9.0,909,335.0,15.0,3709,,FOLLOWERS
221863,"April 27, 2023",136609.0,46695.0,3092.0,0,13069.0,1914.0,15541,8.0,909,335.0,15.0,3676,,FOLLOWERS
221112,"April 26, 2023",136342.0,46438.0,3017.0,0,12988.0,1909.0,15509,7.0,903,335.0,15.0,3649,,FOLLOWERS
220388,"April 25, 2023",136070.0,46198.0,2947.0,0,12908.0,1909.0,15473,6.0,900,335.0,15.0,3627,,FOLLOWERS
219623,"April 24, 2023",135798.0,45930.0,2867.0,0,12825.0,1910.0,15441,6.0,898,335.0,14.0,3599,,FOLLOWERS
218851,"April 23, 2023",135525.0,45655.0,2752.0,0,12773.0,1908.0,15407,6.0,894,334.0,14.0,3583,,FOLLOWERS
218099,"April 22, 2023",135250.0,45379.0,2684.0,0,12713.0,1906.0,15370,5.0,893,333.0,14.0,3552,,FOLLOWERS
217274,"April 21, 2023",134884.0,45071.0,2634.0,0,12653.0,1906.0,15350,5.0,891,331.0,14.0,3535,,FOLLOWERS
216374,"April 20, 2023",134494.0,44748.0,2588.0,0,12589.0,1906.0,15301,5.0,890,330.0,14.0,3509,,FOLLOWERS
215527,"April 19, 2023",134117.0,44493.0,2516.0,0,12509.0,1904.0,15272,5.0,888,329.0,14.0,3480,,FOLLOWERS
214731,"April 18, 2023",133752.0,44251.0,2456.0,0,12439.0,1904.0,15242,5.0,886,328.0,14.0,3454,,FOLLOWERS
214020,"April 17, 2023",133465.0,44002.0,2397.0,0,12387.0,1901.0,15205,5.0,883,327.0,14.0,3434,,FOLLOWERS
213229,"April 16, 2023",133161.0,43729.0,2346.0,0,12301.0,1899.0,15155,4.0,882,326.0,14.0,3412,,FOLLOWERS
212468,"April 15, 2023",132847.0,43465.0,2291.0,0,12235.0,1898.0,15126,4.0,879,325.0,13.0,3385,,FOLLOWERS
211657,"April 14, 2023",132527.0,43190.0,2233.0,0,12162.0,1897.0,15079,4.0,875,323.0,13.0,3354,,FOLLOWERS
210729,"April 13, 2023",132122.0,42859.0,2170.0,0,12097.0,1898.0,15040,4.0,874,323.0,13.0,3329,,FOLLOWERS
209988,"April 12, 2023",131832.0,42619.0,2120.0,0,12002.0,1897.0,15007,4.0,871,322.0,13.0,3301,,FOLLOWERS
209215,"April 11, 2023",131517.0,42387.0,2056.0,0,11902.0,1895.0,14978,3.0,866,322.0,13.0,3276,,FOLLOWERS
208526,"April 10, 2023",131201.0,42190.0,2011.0,0,11819.0,1893.0,14954,3.0,862,322.0,13.0,3258,,FOLLOWERS
207794,"April 9, 2023",130896.0,41928.0,1977.0,0,11757.0,1891.0,14913,3.0,860,322.0,12.0,3235,,FOLLOWERS
207133,"April 8, 2023",130661.0,41671.0,1933.0,0,11685.0,1888.0,14889,3.0,860,320.0,12.0,3211,,FOLLOWERS
206404,"April 7, 2023",130366.0,41421.0,1881.0,0,11614.0,1887.0,14870,2.0,860,319.0,12.0,3172,,FOLLOWERS
205588,"April 6, 2023",130059.0,41126.0,1829.0,0,11521.0,1880.0,14846,2.0,858,319.0,11.0,3137,,FOLLOWERS
204780,"April 5, 2023",129735.0,40838.0,1765.0,0,11452.0,1878.0,14817,1.0,858,318.0,11.0,3107,,FOLLOWERS
204005,"April 4, 2023",129405.0,40577.0,1706.0,0,11385.0,1878.0,14789,1.0,855,318.0,11.0,3080,,FOLLOWERS
203183,"April 3, 2023",129069.0,40285.0,1655.0,0,11302.0,1878.0,14760,1.0,855,316.0,11.0,3051,,FOLLOWERS
202414,"April 2, 2023",128739.0,40001.0,1617.0,0,11247.0,1877.0,14738,1.0,852,314.0,10.0,3018,,FOLLOWERS
201580,"April 1, 2023",128435.0,39682.0,1575.0,0,11165.0,1871.0,14706,1.0,848,314.0,8.0,2975,,FOLLOWERS
200715,"March 31, 2023",128092.0,39348.0,1539.0,0,11098.0,1871.0,14659,1.0,847,314.0,7.0,2939,,FOLLOWERS
199793,"March 30, 2023",127704.0,39005.0,1481.0,0,11038.0,1871.0,14625,1.0,846,312.0,6.0,2904,,FOLLOWERS
198887,"March 29, 2023",127285.0,38709.0,1427.0,0,10958.0,1870.0,14599,1.0,844,310.0,4.0,2880,,FOLLOWERS
198031,"March 28, 2023",126925.0,38397.0,1373.0,0,10888.0,1874.0,14570,1.0,842,307.0,3.0,2851,,FOLLOWERS
197097,"March 27, 2023",126459.0,38138.0,1313.0,0,10799.0,1875.0,14538,1.0,841,307.0,3.0,2823,,FOLLOWERS
196185,"March 26, 2023",126037.0,37831.0,1269.0,0,10723.0,1878.0,14505,1.0,842,306.0,3.0,2790,,FOLLOWERS
195413,"March 25, 2023",125724.0,37567.0,1227.0,0,10641.0,1875.0,14469,1.0,841,306.0,3.0,2759,,FOLLOWERS
194470,"March 24, 2023",125320.0,37251.0,1164.0,0,10559.0,1874.0,14428,1.0,832,306.0,3.0,2732,,FOLLOWERS
193527,"March 23, 2023",124921.0,36919.0,1090.0,0,10481.0,1872.0,14405,1.0,829,306.0,3.0,2700,,FOLLOWERS
192522,"March 22, 2023",124499.0,36537.0,1031.0,0,10415.0,1871.0,14372,1.0,827,305.0,3.0,2661,,FOLLOWERS
191557,"March 21, 2023",124066.0,36207.0,990.0,0,10322.0,1868.0,14343,1.0,824,304.0,3.0,2629,,FOLLOWERS
190543,"March 20, 2023",123611.0,35840.0,952.0,0,10229.0,1867.0,14317,1.0,822,304.0,3.0,2597,,FOLLOWERS
189573,"March 19, 2023",123197.0,35503.0,911.0,0,10135.0,1864.0,14274,1.0,817,303.0,3.0,2565,,FOLLOWERS
188680,"March 18, 2023",122863.0,35173.0,852.0,0,10053.0,1864.0,14225,1.0,817,302.0,3.0,2527,,FOLLOWERS
187614,"March 17, 2023",122440.0,34780.0,772.0,0,9955.0,1864.0,14181,1.0,815,302.0,3.0,2501,,FOLLOWERS
186450,"March 16, 2023",121974.0,34358.0,671.0,0,9851.0,1860.0,14143,1.0,813,303.0,3.0,2473,,FOLLOWERS
185389,"March 15, 2023",121550.0,33986.0,577.0,0,9753.0,1860.0,14108,1.0,812,302.0,3.0,2437,,FOLLOWERS
184323,"March 14, 2023",121093.0,33605.0,519.0,0,9667.0,1856.0,14064,1.0,811,300.0,3.0,2404,,FOLLOWERS
183300,"March 13, 2023",120620.0,33260.0,471.0,0,9570.0,1857.0,14031,1.0,809,300.0,3.0,2378,,FOLLOWERS
182351,"March 12, 2023",120206.0,32941.0,423.0,0,9491.0,1858.0,13975,1.0,808,299.0,3.0,2346,,FOLLOWERS
181341,"March 11, 2023",119773.0,32592.0,384.0,0,9398.0,1856.0,13924,1.0,807,298.0,3.0,2305,,FOLLOWERS
180302,"March 10, 2023",119339.0,32228.0,331.0,0,9306.0,1855.0,13870,1.0,805,298.0,3.0,2266,,FOLLOWERS
179214,"March 9, 2023",118830.0,31858.0,287.0,0,9219.0,1856.0,13828,1.0,803,298.0,3.0,2231,,FOLLOWERS
178169,"March 8, 2023",118377.0,31482.0,245.0,0,9115.0,1853.0,13785,1.0,803,298.0,3.0,2207,,FOLLOWERS
177167,"March 7, 2023",117942.0,31131.0,205.0,0,9028.0,1849.0,13732,1.0,801,298.0,3.0,2177,,FOLLOWERS
176170,"March 6, 2023",117501.0,30752.0,182.0,0,8942.0,1850.0,13689,1.0,802,298.0,3.0,2150,,FOLLOWERS
175241,"March 5, 2023",117057.0,30434.0,161.0,0,8858.0,1852.0,13654,1.0,798,298.0,3.0,2125,,FOLLOWERS
174304,"March 4, 2023",116656.0,30089.0,139.0,0,8778.0,1852.0,13605,1.0,796,298.0,3.0,2087,,FOLLOWERS
173245,"March 3, 2023",116181.0,29703.0,119.0,0,8687.0,1849.0,13571,1.0,793,294.0,3.0,2044,,FOLLOWERS
172187,"March 2, 2023",115673.0,29326.0,98.0,0,8605.0,1851.0,13534,1.0,792,293.0,3.0,2011,,FOLLOWERS
171197,"March 1, 2023",115228.0,28973.0,72.0,0,8506.0,1852.0,13499,1.0,789,292.0,3.0,1982,,FOLLOWERS
170177,"February 28, 2023",114757.0,28622.0,59.0,0,8396.0,1853.0,13460,1.0,787,291.0,3.0,1948,,FOLLOWERS
169253,"February 27, 2023",114337.0,28298.0,40.0,0,8319.0,1850.0,13422,1.0,782,290.0,3.0,1911,,FOLLOWERS
168416,"February 26, 2023",113942.0,28027.0,24.0,0,8237.0,1850.0,13380,1.0,782,290.0,3.0,1880,,FOLLOWERS
167656,"February 25, 2023",113612.0,27742.0,17.0,0,8157.0,1849.0,13350,1.0,780,288.0,3.0,1857,,FOLLOWERS
166745,"February 24, 2023",113216.0,27382.0,14.0,0,8073.0,1847.0,13316,1.0,781,288.0,3.0,1824,,FOLLOWERS
165789,"February 23, 2023",112790.0,27029.0,7.0,0,7972.0,1847.0,13283,1.0,777,288.0,3.0,1792,,FOLLOWERS
164934,"February 22, 2023",112417.0,26720.0,3.0,0,7876.0,1843.0,13244,1.0,777,288.0,3.0,1762,,FOLLOWERS
164071,"February 21, 2023",111993.0,26434.0,3.0,0,7783.0,1842.0,13206,1.0,776,287.0,3.0,1743,,FOLLOWERS
163348,"February 20, 2023",111632.0,26210.0,3.0,0,7717.0,1842.0,13155,1.0,776,285.0,3.0,1724,,FOLLOWERS
162559,"February 19, 2023",111238.0,25979.0,1.0,0,7629.0,1842.0,13116,1.0,770,284.0,3.0,1696,,FOLLOWERS
161769,"February 18, 2023",110875.0,25724.0,1.0,0,7533.0,1843.0,13088,1.0,766,283.0,3.0,1652,,FOLLOWERS
160877,"February 17, 2023",110469.0,25419.0,0.0,0,7452.0,1843.0,13039,1.0,762,282.0,3.0,1607,,FOLLOWERS
159914,"February 16, 2023",109989.0,25110.0,0.0,0,7359.0,1842.0,12993,1.0,757,281.0,3.0,1579,,FOLLOWERS
159007,"February 15, 2023",109539.0,24821.0,0.0,0,7274.0,1841.0,12951,1.0,757,281.0,3.0,1539,,FOLLOWERS
158091,"February 14, 2023",109090.0,24532.0,0.0,0,7174.0,1842.0,12900,1.0,755,281.0,3.0,1513,,FOLLOWERS
157254,"February 13, 2023",108682.0,24254.0,0.0,0,7081.0,1845.0,12865,1.0,755,278.0,3.0,1490,,FOLLOWERS
156389,"February 12, 2023",108255.0,23985.0,0.0,0,6992.0,1846.0,12816,0.0,753,277.0,3.0,1462,,FOLLOWERS
155575,"February 11, 2023",107868.0,23677.0,0.0,0,6936.0,1847.0,12779,0.0,754,277.0,3.0,1434,,FOLLOWERS
154653,"February 10, 2023",107435.0,23349.0,0.0,0,6845.0,1847.0,12742,0.0,753,277.0,3.0,1402,,FOLLOWERS
153729,"February 9, 2023",106961.0,23073.0,0.0,0,6758.0,1846.0,12696,0.0,751,277.0,3.0,1364,,FOLLOWERS
152833,"February 8, 2023",106521.0,22779.0,0.0,0,6670.0,1846.0,12655,0.0,749,276.0,2.0,1335,,FOLLOWERS
151983,"February 7, 2023",106080.0,22514.0,0.0,0,6588.0,1848.0,12604,0.0,767,276.0,2.0,1304,,FOLLOWERS
151093,"February 6, 2023",105642.0,22227.0,0.0,0,6500.0,1849.0,12556,0.0,773,274.0,2.0,1270,,FOLLOWERS
150247,"February 5, 2023",105230.0,21945.0,0.0,0,6413.0,1848.0,12510,0.0,782,273.0,2.0,1244,,FOLLOWERS
149333,"February 4, 2023",104815.0,21595.0,0.0,0,6313.0,1847.0,12461,0.0,802,273.0,2.0,1225,,FOLLOWERS
148350,"February 3, 2023",104378.0,21243.0,0.0,0,6197.0,1845.0,12415,0.0,814,272.0,2.0,1184,,FOLLOWERS
147367,"February 2, 2023",103916.0,20872.0,0.0,0,6107.0,1846.0,12379,0.0,822,271.0,2.0,1152,,FOLLOWERS
146504,"February 1, 2023",103492.0,20596.0,0.0,0,6022.0,1847.0,12322,0.0,824,268.0,2.0,1131,,FOLLOWERS
145633,"January 31, 2023",103041.0,20362.0,0.0,0,5916.0,1848.0,12269,0.0,823,267.0,2.0,1105,,FOLLOWERS
144746,"January 30, 2023",102584.0,20121.0,0.0,0,5805.0,1848.0,12226,0.0,819,267.0,2.0,1074,,FOLLOWERS
143851,"January 29, 2023",102125.0,19859.0,0.0,0,5709.0,1847.0,12174,0.0,815,267.0,2.0,1053,,FOLLOWERS
142897,"January 28, 2023",101692.0,19511.0,0.0,0,5614.0,1849.0,12117,0.0,813,266.0,2.0,1033,,FOLLOWERS
141953,"January 27, 2023",101253.0,19196.0,0.0,0,5511.0,1850.0,12056,0.0,814,266.0,2.0,1005,,FOLLOWERS
140934,"January 26, 2023",100731.0,18862.0,0.0,0,5422.0,1849.0,12012,0.0,811,266.0,2.0,979,,FOLLOWERS
139987,"January 25, 2023",100248.0,18585.0,0.0,0,5343.0,1849.0,11942,0.0,810,262.0,2.0,946,,FOLLOWERS
139027,"January 24, 2023",99720.0,18336.0,0.0,0,5256.0,1849.0,11876,0.0,806,262.0,2.0,920,,FOLLOWERS
138030,"January 23, 2023",99193.0,18046.0,0.0,0,5170.0,1848.0,11806,0.0,804,263.0,2.0,898,,FOLLOWERS
137078,"January 22, 2023",98688.0,17773.0,0.0,0,5091.0,1849.0,11737,0.0,805,263.0,1.0,871,,FOLLOWERS
136195,"January 21, 2023",98263.0,17505.0,0.0,0,4975.0,1849.0,11686,0.0,803,262.0,1.0,851,,FOLLOWERS
135192,"January 20, 2023",97735.0,17211.0,0.0,0,4865.0,1848.0,11636,0.0,805,261.0,1.0,830,,FOLLOWERS
134253,"January 19, 2023",97223.0,16944.0,0.0,0,4784.0,1847.0,11576,0.0,804,261.0,0.0,814,,FOLLOWERS
133217,"January 18, 2023",96671.0,16645.0,0.0,0,4688.0,1845.0,11508,0.0,805,261.0,0.0,794,,FOLLOWERS
132288,"January 17, 2023",96170.0,16393.0,0.0,0,4596.0,1847.0,11447,0.0,804,261.0,0.0,770,,FOLLOWERS
131358,"January 16, 2023",95615.0,16140.0,0.0,0,4522.0,1850.0,11412,0.0,802,261.0,0.0,756,,FOLLOWERS
130456,"January 15, 2023",95132.0,15882.0,0.0,0,4437.0,1850.0,11366,0.0,800,259.0,0.0,730,,FOLLOWERS
129529,"January 14, 2023",94605.0,15624.0,0.0,0,4337.0,1853.0,11342,0.0,800,258.0,0.0,710,,FOLLOWERS
128597,"January 13, 2023",94122.0,15333.0,0.0,0,4233.0,1855.0,11303,0.0,799,258.0,0.0,694,,FOLLOWERS
